county,precinct,county_prec,obama,romney,clinton,trump,pct_obama,pct_romney,pct_clinton,pct_trump,berkley,heller,cortezmasto,heck,pct_berkley,pct_heller,pct_cortezmasto,pct_heck,pct_latino,votes_2012,votes_2016
003,6621,003_6621,448,401,468,379,0.5185185,0.4641204,0.5205784,0.4215795,388,379,473,342,0.4490741,0.4386574,0.5261402,0.3804227,0.12843355605048257,864,899
003,6622,003_6622,497,190,510,224,0.7089872,0.2710414,0.6439394,0.2828283,413,188,471,211,0.5891584,0.2681883,0.594697,0.2664141,0.14556135770234988,701,792
003,6625,003_6625,252,474,296,367,0.3437926,0.6466576,0.416315,0.5161744,238,458,276,376,0.3246931,0.6248295,0.3881857,0.5288326,0.10557184750733138,733,711
003,6631,003_6631,275,313,285,310,0.4606365,0.5242881,0.4446178,0.4836193,252,288,279,294,0.4221106,0.4824121,0.4352574,0.4586583,0.10231023102310231,597,641
003,6632,003_6632,322,290,283,306,0.5210356,0.4692557,0.4513557,0.4880383,272,273,275,296,0.4401295,0.4417476,0.4385965,0.4720893,0.06798245614035088,618,627
003,6633,003_6633,505,456,467,461,0.5132114,0.4634146,0.4775051,0.4713701,439,443,450,445,0.4461382,0.4502032,0.4601227,0.4550102,0.1300479123887748,984,978
003,6634,003_6634,288,451,306,436,0.3824701,0.5989376,0.3923077,0.5589744,266,433,285,437,0.3532537,0.5750332,0.3653846,0.5602564,0.05671077504725898,753,780
003,6635,003_6635,394,563,403,530,0.4041026,0.5774359,0.4091371,0.538071,358,541,381,543,0.3671795,0.5548718,0.386802,0.5512691,0.06924795234549516,975,985
003,6642,003_6642,367,389,341,354,0.4753886,0.503886,0.4510582,0.468254,315,380,349,336,0.4080311,0.492228,0.4616402,0.4444444,0.11222444889779559,772,756
003,6643,003_6643,461,442,474,394,0.5032751,0.4825327,0.5096774,0.4236559,381,440,463,398,0.4159389,0.4803493,0.4978495,0.427957,0.12590448625180897,916,930
003,6644,003_6644,520,517,597,505,0.4947669,0.4919125,0.5063613,0.4283291,469,490,556,524,0.4462417,0.4662226,0.4715861,0.4444444,0.1092190252495596,1051,1179
003,6645,003_6645,523,463,582,493,0.5224775,0.4625375,0.5065274,0.4290687,443,454,542,485,0.4425575,0.4535465,0.4717145,0.4221062,0.12094763092269327,1001,1149
003,6648,003_6648,369,226,501,309,0.6089109,0.3729373,0.5629213,0.347191,294,232,476,294,0.4851485,0.3828383,0.5348315,0.3303371,0.16691616766467066,606,890
003,6649,003_6649,464,301,510,359,0.5880862,0.3814956,0.5379747,0.378692,377,301,465,362,0.47782,0.3814956,0.4905063,0.3818565,0.15450928381962864,789,948
003,6651,003_6651,480,402,497,424,0.5387205,0.4511785,0.5020202,0.4282828,440,371,473,414,0.4938272,0.4163861,0.4777778,0.4181818,0.10243183492999262,891,990
003,6652,003_6652,215,328,236,340,0.3923358,0.5985401,0.3946488,0.5685619,197,314,232,318,0.3594891,0.5729927,0.3879599,0.5317726,0.027848101265822784,548,598
003,6653,003_6653,388,289,417,336,0.5615051,0.4182344,0.5258512,0.4237074,333,282,382,331,0.4819103,0.4081042,0.481715,0.4174023,0.07277628032345014,691,793
003,6654,003_6654,523,301,503,359,0.6218787,0.3579073,0.5467391,0.3902174,441,299,491,358,0.5243757,0.3555291,0.5336956,0.3891304,0.15283540802213003,841,920
003,6655,003_6655,435,480,453,488,0.4707792,0.5194805,0.459432,0.494929,402,458,436,479,0.4350649,0.495671,0.4421907,0.4858012,0.10656370656370656,924,986
003,6656,003_6656,362,385,396,402,0.4756899,0.5059133,0.470868,0.4780024,319,361,365,395,0.4191853,0.4743758,0.4340071,0.469679,0.05193798449612403,761,841
003,6657,003_6657,388,434,471,494,0.4646707,0.5197605,0.4640394,0.4866995,317,440,427,499,0.3796407,0.5269461,0.4206896,0.4916256,0.07727272727272727,835,1015
003,6658,003_6658,435,486,597,569,0.4667382,0.5214592,0.4889435,0.4660115,368,471,538,570,0.3948498,0.5053648,0.4406224,0.4668305,0.08208541320022185,932,1221
003,6661,003_6661,453,443,460,404,0.4929271,0.4820457,0.4898829,0.430245,419,426,438,388,0.4559304,0.4635473,0.4664537,0.4132055,0.10097965335342879,919,939
003,6662,003_6662,276,387,284,370,0.4094956,0.574184,0.4121916,0.5370101,271,357,277,364,0.4020771,0.5296736,0.4020319,0.5283019,0.057649667405764965,674,689
003,6663,003_6663,386,201,314,215,0.6454849,0.3361204,0.548951,0.3758741,337,176,298,188,0.5635452,0.2943144,0.520979,0.3286713,0.11752988047808766,598,572
003,6664,003_6664,359,204,363,243,0.6320422,0.3591549,0.5761905,0.3857143,310,191,341,222,0.5457746,0.3362676,0.5412698,0.352381,0.1402439024390244,568,630
003,6665,003_6665,478,425,415,461,0.5252748,0.467033,0.451087,0.501087,413,431,417,426,0.4538462,0.4736264,0.4532609,0.4630435,0.11062271062271062,910,920
003,6666,003_6666,507,370,602,424,0.5633333,0.4111111,0.5472727,0.3854545,406,375,579,417,0.4511111,0.4166667,0.5263636,0.3790909,0.10683477106834771,900,1100
003,6667,003_6667,383,356,417,420,0.5099867,0.4740346,0.4628191,0.4661487,316,359,389,404,0.4207723,0.4780293,0.4317425,0.4483907,0.08421052631578947,751,901
003,6671,003_6671,335,202,302,216,0.6124315,0.369287,0.5392857,0.3857143,299,186,288,208,0.5466179,0.3400366,0.5142857,0.3714286,0.07295173961840629,547,560
003,6672,003_6672,369,260,381,284,0.5847861,0.4120444,0.5458453,0.4068768,317,251,372,264,0.5023772,0.3977813,0.5329513,0.3782235,0.16649323621227888,631,698
003,6673,003_6673,658,535,705,534,0.5456053,0.4436153,0.5300752,0.4015038,561,522,657,528,0.4651741,0.4328358,0.493985,0.3969925,0.10926829268292683,1206,1330
003,6674,003_6674,435,292,412,286,0.592643,0.3978202,0.5590231,0.3880597,366,282,387,266,0.4986376,0.3841962,0.5251018,0.3609227,0.12391681109185441,734,737
003,6675,003_6675,337,378,366,384,0.4661134,0.5228216,0.4603774,0.4830189,302,351,349,375,0.417704,0.4854772,0.4389937,0.4716981,0.09161624891961971,723,795
003,6681,003_6681,376,656,411,583,0.3587786,0.6259542,0.3978703,0.5643756,351,646,406,576,0.3349237,0.6164122,0.39303,0.5575992,0.09217264081931237,1048,1033
003,6683,003_6683,193,353,199,307,0.3490054,0.6383364,0.3598553,0.5551537,190,329,205,313,0.3435805,0.5949367,0.3707052,0.5660036,0.1357142857142857,553,553
003,6684,003_6684,181,271,179,263,0.3892473,0.5827957,0.3824786,0.5619658,163,258,175,253,0.3505376,0.5548387,0.3739316,0.5405983,0.12461059190031153,465,468
003,6685,003_6685,463,313,417,315,0.5883101,0.3977128,0.540856,0.4085603,407,290,403,301,0.5171537,0.3684879,0.5226978,0.3904021,0.15306122448979592,787,771
003,6686,003_6686,421,211,410,219,0.6537267,0.3276398,0.6221548,0.3323217,384,190,393,182,0.5962733,0.2950311,0.5963581,0.276176,0.30614203454894434,644,659
003,6691,003_6691,298,173,309,173,0.6169772,0.358178,0.5908222,0.3307839,245,170,303,159,0.5072464,0.3519669,0.5793499,0.3040153,0.22152690863579474,483,523
003,6692,003_6692,310,261,308,240,0.5299146,0.4461538,0.5247019,0.4088586,268,248,289,227,0.4581197,0.4239316,0.4923339,0.3867121,0.23397075365579303,585,587
003,6693,003_6693,648,357,671,427,0.6334311,0.3489736,0.5814558,0.3700173,529,356,633,379,0.5171065,0.3479961,0.5485269,0.3284229,0.1393670183231538,1023,1154
003,6694,003_6694,340,233,327,263,0.5752961,0.394247,0.5240384,0.4214744,306,228,312,254,0.5177665,0.3857868,0.5,0.4070513,0.15712682379349047,591,624
003,6695,003_6695,433,304,468,303,0.5757979,0.4042553,0.5770653,0.3736128,379,293,419,312,0.5039893,0.3896277,0.5166461,0.3847102,0.13706896551724138,752,811
003,6700,003_6700,NA,NA,131,117,NA,NA,0.5219123,0.4661355,NA,NA,125,106,NA,NA,0.498008,0.4223108,0.018691588785046728,NA,251
003,6701,003_6701,264,221,225,224,0.5365854,0.449187,0.4716981,0.4696017,225,211,209,219,0.4573171,0.4288618,0.4381551,0.4591195,0.14623955431754876,492,477
003,6702,003_6702,340,228,392,269,0.5872194,0.3937824,0.5616046,0.3853868,289,217,384,242,0.4991364,0.3747841,0.5501432,0.3467049,0.11025886864813039,579,698
003,6703,003_6703,329,163,348,196,0.6553785,0.3247012,0.5989673,0.3373494,265,159,330,193,0.5278884,0.3167331,0.5679862,0.3321859,0.12729124236252545,502,581
003,6704,003_6704,481,258,446,290,0.6354029,0.340819,0.5747423,0.3737113,413,250,440,260,0.5455747,0.330251,0.5670103,0.3350515,0.25857519788918204,757,776
003,6705,003_6705,350,96,360,128,0.7709251,0.2114538,0.6949807,0.2471042,299,90,341,108,0.6585903,0.1982379,0.6583012,0.2084942,0.32382892057026474,454,518
003,6706,003_6706,337,123,359,147,0.7170213,0.2617021,0.6623616,0.2712177,288,115,337,115,0.612766,0.2446809,0.6217712,0.2121771,0.25716928769657726,470,542
003,6707,003_6707,644,493,603,552,0.5570934,0.4264706,0.4967051,0.4546952,555,479,596,502,0.4801038,0.4143599,0.4909391,0.4135091,0.10793308148947653,1156,1214
003,6708,003_6708,513,308,537,331,0.6180723,0.3710843,0.5836957,0.3597826,443,291,510,315,0.5337349,0.3506024,0.5543478,0.3423913,0.10271041369472182,830,920
003,6709,003_6709,245,201,254,220,0.5396476,0.4427313,0.506986,0.4391218,207,193,230,206,0.4559471,0.4251101,0.4590818,0.4111776,0.0856453558504222,454,501
003,6710,003_6710,716,236,757,273,0.7404343,0.2440538,0.7107981,0.256338,606,239,689,230,0.6266804,0.2471562,0.6469483,0.2159624,0.23153153153153153,967,1065
003,6712,003_6712,137,225,119,244,0.3722826,0.6114131,0.3074935,0.630491,125,216,121,235,0.3396739,0.5869565,0.3126615,0.6072351,0.14656771799628943,368,387
003,6713,003_6713,156,88,152,120,0.621514,0.3505976,0.5314685,0.4195804,130,94,145,119,0.5179283,0.374502,0.506993,0.4160839,0.09606986899563319,251,286
003,6714,003_6714,57,22,132,63,0.7125,0.275,0.6255924,0.2985782,50,22,118,59,0.625,0.275,0.5592417,0.2796209,0.1651376146788991,80,211
003,6715,003_6715,323,191,397,268,0.6071429,0.3590226,0.5631205,0.3801419,264,204,356,262,0.4962406,0.3834586,0.5049645,0.3716312,0.13339382940108893,532,705
003,6716,003_6716,NA,NA,602,521,NA,NA,0.5025042,0.4348915,NA,NA,547,512,NA,NA,0.4565943,0.427379,0.1237594862813777,NA,1198
003,6719,003_6719,246,218,478,455,0.5211864,0.4618644,0.4892528,0.4657114,199,211,457,440,0.4216102,0.4470339,0.4677584,0.4503582,0.13839285714285715,472,977
003,6720,003_6720,138,129,187,181,0.5130112,0.4795539,0.4794872,0.4641026,114,128,171,183,0.4237918,0.4758364,0.4384615,0.4692308,0.12836438923395446,269,390
003,6721,003_6721,412,271,462,363,0.5894135,0.3876967,0.5292096,0.4158076,340,281,425,344,0.4864092,0.4020029,0.486827,0.3940435,0.17813765182186234,699,873
003,6722,003_6722,0,4,2,6,0.0,1.0,0.25,0.75,0,4,2,5,0.0,1.0,0.25,0.625,0.0,4,8
003,6723,003_6723,117,57,92,58,0.6610169,0.3220339,0.5443787,0.3431953,112,49,96,55,0.6327683,0.2768362,0.5680473,0.3254438,0.057777777777777775,177,169
003,6724,003_6724,593,452,1215,791,0.5562852,0.424015,0.5755566,0.3747039,491,439,1119,742,0.4606004,0.4118199,0.5300806,0.3514922,0.14840637450199204,1066,2111
003,6725,003_6725,510,468,738,683,0.5125628,0.4703518,0.4897147,0.4532183,429,473,691,667,0.4311558,0.4753769,0.4585269,0.4426012,0.15639374425023,995,1507
003,6726,003_6726,296,565,306,546,0.3406214,0.6501726,0.3489168,0.622577,290,540,303,528,0.3337169,0.6214039,0.345496,0.6020525,0.023506366307541625,869,877
003,6727,003_6727,312,488,337,486,0.388543,0.607721,0.3997627,0.5765125,307,443,332,472,0.3823163,0.5516812,0.3938316,0.5599051,0.01671891327063741,803,843
003,6728,003_6728,381,643,538,742,0.368472,0.6218569,0.3973412,0.5480059,349,640,505,774,0.3375242,0.6189555,0.372969,0.5716396,0.022036926742108397,1034,1354
003,6729,003_6729,202,202,201,232,0.4938875,0.4938875,0.4388646,0.5065502,171,195,184,221,0.4180929,0.4767726,0.4017467,0.4825327,0.11800302571860817,409,458
003,6730,003_6730,NA,NA,518,335,NA,NA,0.5667396,0.3665208,NA,NA,503,316,NA,NA,0.5503283,0.345733,0.16396761133603238,NA,914
003,6731,003_6731,624,638,405,403,0.4875,0.4984375,0.4804271,0.4780546,515,628,384,382,0.4023438,0.490625,0.455516,0.4531435,0.0599835661462613,1280,843
003,6732,003_6732,NA,NA,419,353,NA,NA,0.5122249,0.4315403,NA,NA,387,346,NA,NA,0.4731051,0.4229829,0.07867132867132867,NA,818
003,6733,003_6733,534,325,621,406,0.6068182,0.3693182,0.5671233,0.3707763,446,319,565,400,0.5068182,0.3625,0.5159817,0.3652968,0.12923076923076923,880,1095
003,6734,003_6734,781,342,436,258,0.6791304,0.2973913,0.5821095,0.3444593,635,343,398,259,0.5521739,0.2982609,0.5313752,0.3457944,0.16069941715237301,1150,749
003,6735,003_6735,664,358,846,540,0.6305793,0.339981,0.5670241,0.3619303,543,378,781,520,0.5156695,0.3589744,0.5234584,0.3485255,0.16258351893095768,1053,1492
003,6736,003_6736,744,430,309,217,0.6246852,0.3610411,0.5517857,0.3875,625,426,294,205,0.5247691,0.3576826,0.525,0.3660714,0.1411192214111922,1191,560
003,6737,003_6737,231,183,341,288,0.5473934,0.4336493,0.515885,0.4357035,192,188,301,278,0.4549763,0.4454976,0.4553707,0.4205749,0.1344717182497332,422,661
003,6738,003_6738,477,333,490,384,0.5719424,0.3992806,0.5218318,0.4089457,403,349,475,378,0.4832134,0.4184652,0.5058573,0.4025559,0.11015736766809728,834,939
003,6739,003_6739,NA,NA,451,223,NA,NA,0.6316527,0.3123249,NA,NA,421,206,NA,NA,0.5896358,0.2885154,0.1617161716171617,NA,714
003,6751,003_6751,397,232,992,683,0.6242138,0.3647799,0.5620397,0.3869689,330,232,919,660,0.5188679,0.3647799,0.5206799,0.3739377,0.19635284139100934,636,1765
003,6752,003_6752,503,445,981,927,0.5250522,0.4645094,0.4757517,0.4495635,427,431,941,939,0.4457203,0.4498956,0.4563531,0.4553831,0.16545981173062999,958,2062
003,7012,003_7012,549,216,515,224,0.7047497,0.2772786,0.6535533,0.284264,436,218,490,200,0.5596919,0.279846,0.6218274,0.2538071,0.21879194630872484,779,788
003,7047,003_7047,482,310,431,349,0.5980149,0.3846154,0.5199035,0.4209892,420,310,429,312,0.5210918,0.3846154,0.5174909,0.376357,0.2230769230769231,806,829
003,7048,003_7048,477,331,503,361,0.5781818,0.4012121,0.5491266,0.3941048,414,315,493,326,0.5018182,0.3818182,0.5382096,0.3558952,0.2577710386656558,825,916
003,7049,003_7049,363,232,371,242,0.5970395,0.381579,0.5488166,0.3579882,312,231,380,242,0.5131579,0.3799342,0.5621302,0.3579882,0.2584493041749503,608,676
003,7050,003_7050,361,332,347,325,0.5120567,0.470922,0.4859944,0.4551821,331,315,340,297,0.4695036,0.4468085,0.4761905,0.4159664,0.2017716535433071,705,714
003,7054,003_7054,852,398,390,186,0.6671887,0.311668,0.6220096,0.2966507,718,386,376,166,0.5622553,0.3022709,0.599681,0.2647528,0.20072992700729927,1277,627
003,7079,003_7079,595,188,612,193,0.7409714,0.234122,0.7116279,0.2244186,493,183,563,176,0.6139477,0.2278954,0.6546512,0.2046512,0.3062015503875969,803,860
003,7097,003_7097,565,241,498,257,0.672619,0.2869048,0.608802,0.3141809,474,239,471,240,0.5642857,0.2845238,0.5757946,0.2933985,0.21518105849582173,840,818
003,7311,003_7311,351,159,327,187,0.675,0.3057692,0.5902527,0.3375451,296,156,320,163,0.5692308,0.3,0.5776173,0.2942238,0.20893854748603352,520,554
003,7312,003_7312,588,134,627,187,0.797829,0.1818182,0.7240185,0.2159353,486,135,587,180,0.6594301,0.183175,0.6778291,0.2078522,0.26044492674986436,737,866
003,7332,003_7332,529,173,496,189,0.7482319,0.2446959,0.6841379,0.2606896,461,154,478,156,0.6520509,0.2178218,0.6593103,0.2151724,0.4972462627852085,707,725
003,7334,003_7334,217,71,192,94,0.7380952,0.2414966,0.6336634,0.310231,182,69,187,81,0.6190476,0.2346939,0.6171617,0.2673267,0.17037037037037037,294,303
003,7341,003_7341,396,154,394,155,0.7046263,0.2740214,0.6689304,0.2631579,337,166,361,151,0.5996441,0.2953737,0.6129032,0.2563667,0.16739319965126417,562,589
003,7351,003_7351,318,403,282,410,0.4326531,0.5482993,0.3715415,0.5401844,275,378,275,398,0.3741497,0.5142857,0.3623188,0.5243742,0.1049671977507029,735,759
003,7352,003_7352,372,647,306,677,0.3580366,0.6227142,0.2939481,0.6503362,335,616,311,659,0.3224254,0.5928777,0.2987512,0.6330451,0.04420731707317073,1039,1041
003,7354,003_7354,398,398,350,474,0.4937965,0.4937965,0.3923767,0.5313901,338,365,352,431,0.4193548,0.4528536,0.3946188,0.4831839,0.09872611464968153,806,892
003,7355,003_7355,466,410,474,536,0.5265537,0.4632768,0.4344638,0.4912924,374,374,479,471,0.4225989,0.4225989,0.4390467,0.431714,0.09149560117302052,885,1091
003,7356,003_7356,226,352,223,368,0.3837012,0.5976231,0.3495298,0.5768025,189,338,229,347,0.3208829,0.573854,0.3589342,0.5438871,0.09198113207547169,589,638
003,7357,003_7357,500,385,402,438,0.5512679,0.4244763,0.4350649,0.474026,433,338,399,391,0.477398,0.3726571,0.4318182,0.4231602,0.1126573889993373,907,924
003,7358,003_7358,157,100,126,125,0.6015326,0.3831418,0.4565217,0.4528986,132,90,130,102,0.5057471,0.3448276,0.4710145,0.3695652,0.17834394904458598,261,276
003,7359,003_7359,459,426,462,495,0.5038419,0.467618,0.4489796,0.4810496,404,394,443,463,0.4434687,0.4324918,0.4305151,0.4499514,0.15630885122410546,911,1029
003,7360,003_7360,290,335,235,426,0.4524181,0.5226209,0.3282123,0.5949721,247,304,252,380,0.3853354,0.474259,0.3519553,0.5307263,0.11511511511511512,641,716
003,7361,003_7361,207,268,157,320,0.4190283,0.5425101,0.3102767,0.6324111,177,264,163,283,0.3582996,0.534413,0.3221344,0.5592886,0.061391541609822645,494,506
003,7366,003_7366,205,98,302,246,0.6612903,0.316129,0.5075631,0.4134454,169,92,281,214,0.5451613,0.2967742,0.4722689,0.3596639,0.08823529411764706,310,595
003,7387,003_7387,442,195,371,225,0.6727549,0.2968037,0.5778816,0.3504673,382,178,361,190,0.5814307,0.2709285,0.5623053,0.2959501,0.29349904397705545,657,642
003,7395,003_7395,462,328,448,311,0.5724907,0.4064436,0.5476773,0.3801956,393,334,418,309,0.4869888,0.4138786,0.5110024,0.3777506,0.14296754250386398,807,818
003,7402,003_7402,551,309,436,348,0.6268487,0.3515358,0.5111372,0.4079719,449,312,429,322,0.5108078,0.3549488,0.5029308,0.3774912,0.1473377097009482,879,853
003,7403,003_7403,523,442,504,445,0.5320448,0.4496439,0.502994,0.4441118,444,415,488,418,0.4516785,0.422177,0.4870259,0.4171657,0.10305851063829788,983,1002
003,7405,003_7405,523,551,521,574,0.4737319,0.4990942,0.4472103,0.4927039,443,542,509,543,0.4012681,0.490942,0.4369099,0.4660944,0.13481756338899195,1104,1165
003,7410,003_7410,473,450,413,474,0.5037274,0.4792332,0.4293139,0.4927235,390,440,420,427,0.4153355,0.4685836,0.4365904,0.4438669,0.1523809523809524,939,962
003,7411,003_7411,615,417,577,469,0.5846007,0.3963878,0.5212286,0.4236676,544,383,553,428,0.5171103,0.3640684,0.4995483,0.3866305,0.12410071942446044,1052,1107
003,7413,003_7413,492,388,596,568,0.5497206,0.4335195,0.485342,0.4625407,395,382,549,562,0.4413408,0.4268156,0.4470684,0.4576547,0.160188457008245,895,1228
003,7414,003_7414,387,320,464,432,0.5330579,0.4407713,0.492569,0.4585987,347,294,442,412,0.4779614,0.4049587,0.4692144,0.4373673,0.1026252983293556,726,942
003,7415,003_7415,551,454,522,491,0.5423228,0.4468504,0.4793389,0.4508724,435,462,533,448,0.4281496,0.4547244,0.4894398,0.4113866,0.11089743589743589,1016,1089
003,7416,003_7416,262,169,337,245,0.5968109,0.3849658,0.5298742,0.3852201,203,183,297,263,0.4624146,0.4168565,0.4669811,0.413522,0.14344262295081966,439,636
003,7417,003_7417,210,153,375,226,0.5630027,0.4101877,0.5725191,0.3450382,167,143,381,205,0.4477212,0.383378,0.5816794,0.3129771,0.13110047846889952,373,655
003,7422,003_7422,697,517,664,559,0.5611916,0.4162641,0.5068702,0.4267175,579,500,631,534,0.4661836,0.4025765,0.4816794,0.4076336,0.16042780748663102,1242,1310
003,7430,003_7430,527,348,440,436,0.5810364,0.3836825,0.466596,0.4623542,442,324,438,357,0.4873208,0.3572216,0.4644751,0.378579,0.12899728997289972,907,943
003,7500,003_7500,700,501,695,549,0.5700326,0.4079804,0.5140532,0.4060651,572,481,662,510,0.4657981,0.3916938,0.489645,0.3772189,0.16972920696324953,1228,1352
003,7501,003_7501,97,45,78,55,0.6510067,0.3020134,0.5652174,0.3985507,86,43,78,42,0.5771812,0.2885906,0.5652174,0.3043478,0.08145580589254767,149,138
003,7502,003_7502,348,253,467,322,0.5676998,0.4127243,0.5695122,0.3926829,288,244,426,298,0.4698206,0.3980424,0.5195122,0.3634146,0.1516089108910891,613,820
003,7503,003_7503,198,78,217,111,0.6923077,0.2727273,0.5977961,0.3057851,167,83,208,102,0.5839161,0.2902098,0.5730028,0.2809917,0.14814814814814814,286,363
003,7504,003_7504,64,28,58,35,0.688172,0.3010753,0.5918368,0.3571429,59,26,50,34,0.6344086,0.2795699,0.5102041,0.3469388,0.1782608695652174,93,98
003,7506,003_7506,285,100,273,116,0.7270408,0.255102,0.6578313,0.2795181,222,100,256,107,0.5663266,0.255102,0.6168675,0.2578313,0.22158438576349024,392,415
003,7507,003_7507,648,289,644,330,0.6764092,0.3016701,0.6276803,0.3216374,558,269,624,288,0.5824634,0.2807933,0.6081871,0.2807018,0.24056029232643117,958,1026
003,7508,003_7508,220,119,228,123,0.6321839,0.341954,0.6,0.3236842,196,121,221,120,0.5632184,0.3477012,0.581579,0.3157895,0.42730496453900707,348,380
003,7509,003_7509,490,151,476,176,0.73684210000000006,0.2270677,0.6761364,0.25,424,162,437,173,0.637594,0.243609,0.6207386,0.2457386,0.16129032258064516,665,704
003,7511,003_7511,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.3333333333333333,0,0
003,7512,003_7512,266,161,287,168,0.6100917,0.3692661,0.6054853,0.3544304,234,150,278,150,0.5366973,0.3440367,0.5864979,0.3164557,0.15879265091863518,436,474
003,7513,003_7513,829,281,792,334,0.7323322,0.2482332,0.6638726,0.2799665,702,277,760,288,0.6201413,0.2446996,0.6370494,0.2414082,0.18133718133718132,1132,1193
003,7515,003_7515,534,433,522,427,0.5437882,0.4409369,0.5246231,0.4291457,489,378,504,386,0.4979633,0.3849287,0.5065327,0.3879397,0.17542662116040955,982,995
003,7521,003_7521,9,0,12,5,1.0,0.0,0.7058824,0.2941177,7,0,8,8,0.7777778,0.0,0.4705882,0.4705882,0.1935483870967742,9,17
003,7522,003_7522,767,288,1014,415,0.7188379,0.2699156,0.6675444,0.2732061,638,277,947,374,0.5979381,0.2596064,0.6234365,0.2462146,0.344229217110573,1067,1519
003,7523,003_7523,0,0,73,38,NA,NA,0.6186441,0.3220339,0,0,69,33,NA,NA,0.5847458,0.279661,0.11450381679389313,0,118
003,7524,003_7524,443,192,392,230,0.6794478,0.2944785,0.5894737,0.3458647,384,178,381,197,0.5889571,0.2730061,0.5729323,0.2962406,0.2738287560581583,652,665
003,7525,003_7525,433,131,342,149,0.7530435,0.2278261,0.6602316,0.2876448,355,124,324,118,0.6173913,0.2156522,0.6254826,0.2277992,0.2132752992383025,575,518
003,7526,003_7526,268,87,239,133,0.7423823,0.2409972,0.5857843,0.3259804,217,93,251,113,0.601108,0.2576177,0.615196,0.2769608,0.28129829984544047,361,408
003,7527,003_7527,783,293,313,216,0.7092391,0.2653986,0.5510563,0.3802817,653,289,300,194,0.5914855,0.2617754,0.528169,0.3415493,0.14173228346456693,1104,568
003,7528,003_7528,NA,NA,662,281,NA,NA,0.6535044,0.2773939,NA,NA,604,277,NA,NA,0.5962487,0.2734452,0.3183475091130012,NA,1013
003,7529,003_7529,NA,NA,373,213,NA,NA,0.5773994,0.3297214,NA,NA,374,188,NA,NA,0.5789474,0.2910217,0.15229357798165138,NA,646
003,7530,003_7530,390,251,350,270,0.5972435,0.3843798,0.522388,0.4029851,334,245,340,264,0.5114855,0.3751914,0.5074627,0.3940299,0.2461977186311787,653,670
003,7531,003_7531,507,186,488,208,0.71108,0.2608696,0.6506667,0.2773333,413,189,460,181,0.5792426,0.2650771,0.6133333,0.2413333,0.36515513126491644,713,750
003,7532,003_7532,425,186,448,215,0.6789137,0.2971246,0.628331,0.3015428,369,164,430,205,0.5894569,0.2619808,0.6030856,0.2875175,0.3312883435582822,626,713
003,7534,003_7534,238,729,365,936,0.2441026,0.7476923,0.2697709,0.691796,221,704,364,920,0.2266667,0.7220513,0.2690318,0.6799704,0.04107244723331432,975,1353
003,7536,003_7536,229,518,232,593,0.3005249,0.67979,0.2691415,0.6879351,209,487,238,563,0.2742782,0.6391076,0.2761021,0.6531323,0.039888682745825604,762,862
003,7542,003_7542,5,9,9,14,0.3571429,0.6428571,0.3333333,0.5185185,5,8,9,16,0.3571429,0.5714286,0.3333333,0.5925926,0.061224489795918366,14,27
003,7545,003_7545,323,649,295,639,0.3259334,0.6548941,0.3004073,0.6507128,296,604,292,614,0.2986882,0.6094854,0.2973523,0.6252546,0.01331245105716523,991,982
003,7550,003_7550,16,14,16,24,0.516129,0.4516129,0.3478261,0.5217391,19,10,15,22,0.6129032,0.3225806,0.326087,0.4782609,0.02247191011235955,31,46
003,7551,003_7551,237,516,184,616,0.310616,0.6762779,0.2216868,0.7421687,220,491,204,569,0.2883355,0.6435124,0.2457831,0.6855422,0.011535048802129548,763,830
003,7552,003_7552,306,555,274,592,0.3477273,0.6306818,0.2978261,0.6434783,268,531,267,579,0.3045455,0.6034091,0.2902174,0.6293478,0.035175879396984924,880,920
003,7553,003_7553,321,353,303,429,0.4540311,0.4992928,0.3820933,0.5409836,275,333,310,392,0.3889675,0.4710042,0.3909205,0.4943253,0.018803418803418803,707,793
003,7554,003_7554,298,333,267,341,0.465625,0.5203125,0.4063927,0.5190259,246,323,272,330,0.384375,0.5046875,0.414003,0.5022831,0.015765765765765764,640,657
003,7555,003_7555,470,649,371,658,0.4086956,0.5643478,0.3271605,0.5802469,417,604,383,636,0.3626087,0.5252174,0.3377425,0.5608466,0.05091649694501019,1150,1134
003,7561,003_7561,299,575,260,583,0.3359551,0.6460674,0.2850877,0.6392544,256,554,268,564,0.2876405,0.6224719,0.2938597,0.6184211,0.05280259951259139,890,912
003,7562,003_7562,315,497,262,557,0.3795181,0.5987952,0.2911111,0.6188889,292,481,275,554,0.3518072,0.5795181,0.3055556,0.6155556,0.039396479463537304,830,900
003,7563,003_7563,200,435,179,433,0.3081664,0.6702619,0.2732824,0.6610687,194,426,169,445,0.2989214,0.6563945,0.2580153,0.6793893,0.03762135922330097,649,655
003,7564,003_7564,256,464,197,457,0.3482993,0.6312925,0.2798295,0.6491477,222,447,207,425,0.3020408,0.6081632,0.2940341,0.6036932,0.016016016016016016,735,704
003,7569,003_7569,579,435,525,494,0.5588803,0.4198842,0.479452,0.4511416,496,383,501,455,0.4787645,0.3696911,0.4575343,0.4155251,0.1411764705882353,1036,1095
