county,precinct,county_prec,obama,romney,clinton,trump,pct_obama,pct_romney,pct_clinton,pct_trump,berkley,heller,cortezmasto,heck,pct_berkley,pct_heller,pct_cortezmasto,pct_heck,pct_latino,votes_2012,votes_2016
003,3710,003_3710,93,117,79,107,0.4345794,0.546729,0.3989899,0.540404,89,112,77,109,0.4158879,0.5233645,0.3888889,0.550505,0.12274368231046931,214,198
003,3711,003_3711,61,118,55,138,0.3315217,0.6413044,0.259434,0.6509434,57,109,61,131,0.3097826,0.5923913,0.2877358,0.6179245,0.16140350877192983,184,212
003,3712,003_3712,NA,NA,0,2,NA,NA,0.0,1.0,NA,NA,0,2,NA,NA,0.0,1.0,0.0,NA,2
003,3713,003_3713,15,19,12,17,0.4285714,0.5428572,0.3636364,0.5151515,11,20,13,19,0.3142857,0.5714286,0.3939394,0.5757576,0.0784313725490196,35,33
003,3714,003_3714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05128205128205128,NA,NA
003,3715,003_3715,59,88,52,124,0.3907285,0.5827814,0.2810811,0.6702703,52,91,65,113,0.3443709,0.602649,0.3513514,0.6108108,0.07792207792207792,151,185
003,3716,003_3716,229,327,208,316,0.40034960000000003,0.5716783,0.3681416,0.559292,200,314,208,319,0.3496504,0.548951,0.3681416,0.5646018,0.07267441860465117,572,565
003,3717,003_3717,116,319,135,330,0.2648402,0.7283105,0.2777778,0.6790124,99,314,151,312,0.2260274,0.716895,0.3106996,0.6419753,0.054313099041533544,438,486
003,3718,003_3718,227,456,190,533,0.3266187,0.6561151,0.2509907,0.7040951,204,451,203,513,0.2935252,0.6489208,0.2681638,0.677675,0.084375,695,757
003,3719,003_3719,524,507,545,516,0.5,0.4837786,0.4793316,0.4538259,424,507,535,507,0.4045801,0.4837786,0.4705365,0.4459103,0.05449101796407185,1048,1137
003,3720,003_3720,331,218,311,224,0.5837743,0.3844797,0.5418118,0.3902439,285,209,305,201,0.5026455,0.3686067,0.5313589,0.3501742,0.09440175631174534,567,574
003,3721,003_3721,445,371,373,428,0.5374396,0.4480676,0.4357477,0.5,390,360,376,391,0.4710145,0.4347826,0.4392523,0.4567757,0.16302521008403362,828,856
003,3722,003_3722,289,215,303,246,0.5622568,0.4182879,0.5179487,0.4205128,254,206,305,221,0.4941634,0.4007782,0.5213675,0.3777778,0.21621621621621623,514,585
003,3723,003_3723,NA,NA,259,342,NA,NA,0.4065934,0.5368917,NA,NA,266,315,NA,NA,0.4175824,0.4945055,0.15940366972477063,NA,637
003,3724,003_3724,443,368,443,348,0.5330927,0.44284,0.5217903,0.409894,378,349,426,339,0.4548737,0.4199759,0.5017668,0.3992933,0.13193403298350825,831,849
003,3725,003_3725,3,9,1,8,0.25,0.75,0.1111111,0.8888889,3,8,2,6,0.25,0.6666667,0.2222222,0.6666667,0.08333333333333333,12,9
003,3726,003_3726,628,481,622,527,0.5562445,0.4260407,0.5052803,0.4281072,520,445,619,488,0.4605846,0.3941541,0.5028432,0.3964257,0.1116751269035533,1129,1231
003,3727,003_3727,523,721,508,666,0.4164013,0.5740446,0.4126726,0.5410236,526,674,496,650,0.4187898,0.5366242,0.4029244,0.528026,0.012430939226519336,1256,1231
003,3728,003_3728,548,658,494,643,0.4502876,0.5406738,0.4189992,0.5453774,547,584,518,583,0.4494659,0.4798685,0.4393554,0.4944868,0.00931899641577061,1217,1179
003,3729,003_3729,NA,NA,352,376,NA,NA,0.4565499,0.4876783,NA,NA,335,368,NA,NA,0.4345006,0.4773022,0.1303939962476548,NA,771
003,3730,003_3730,NA,NA,562,576,NA,NA,0.4572823,0.4686737,NA,NA,554,537,NA,NA,0.450773,0.4369406,0.14217758985200846,NA,1229
003,3731,003_3731,13,42,0,7,0.2321429,0.75,0.0,1.0,15,39,0,7,0.2678571,0.6964286,0.0,1.0,0.14285714285714285,56,7
003,3732,003_3732,344,195,374,219,0.6277372,0.3558394,0.5908373,0.3459716,289,192,362,203,0.5273722,0.350365,0.5718799,0.3206951,0.1458128078817734,548,633
003,3733,003_3733,481,332,420,362,0.5733016,0.3957092,0.4994055,0.4304399,416,308,414,322,0.4958284,0.3671037,0.4922711,0.3828775,0.16230366492146597,839,841
003,3734,003_3734,NA,NA,513,588,NA,NA,0.4403434,0.504721,NA,NA,457,607,NA,NA,0.3922747,0.5210301,0.06429026098026734,NA,1165
003,3735,003_3735,NA,NA,20,25,NA,NA,0.4166667,0.5208333,NA,NA,18,26,NA,NA,0.375,0.5416667,0.12,NA,48
003,3736,003_3736,NA,NA,5,27,NA,NA,0.1470588,0.7941176,NA,NA,5,28,NA,NA,0.1470588,0.8235294,0.020833333333333332,NA,34
003,3738,003_3738,113,69,111,96,0.6141304,0.375,0.5115207,0.4423963,98,60,107,90,0.5326087,0.326087,0.4930876,0.4147466,0.03293413173652695,184,217
003,3739,003_3739,374,423,444,402,0.4640199,0.52481390000000006,0.5022625,0.4547511,351,401,423,415,0.4354839,0.4975186,0.4785068,0.469457,0.06001846722068329,806,884
003,3740,003_3740,0,0,294,323,NA,NA,0.4615385,0.5070643,0,0,261,340,NA,NA,0.4097331,0.533752,0.05992010652463382,0,637
003,3741,003_3741,184,234,149,244,0.4299065,0.546729,0.3556086,0.5823389,177,213,151,230,0.4135514,0.4976636,0.3603819,0.548926,0.1423487544483986,428,419
003,3742,003_3742,593,246,575,294,0.6879351,0.2853828,0.625,0.3195652,514,244,557,258,0.5962877,0.2830626,0.6054348,0.2804348,0.26189203634420094,862,920
003,3743,003_3743,570,373,497,409,0.5912863,0.3869295,0.5087001,0.4186285,512,344,489,380,0.5311204,0.3568465,0.5005118,0.3889458,0.23947550034506557,964,977
003,3744,003_3744,0,2,0,2,0.0,1.0,0.0,0.6666667,0,2,0,3,0.0,1.0,0.0,1.0,0.0,2,3
003,3746,003_3746,487,617,520,664,0.4325044,0.5479574,0.4176707,0.5333334,415,614,495,669,0.3685613,0.5452931,0.3975904,0.5373494,0.11916167664670659,1126,1245
003,3747,003_3747,396,318,393,325,0.5484765,0.4404432,0.5212201,0.4310345,371,293,386,305,0.5138504,0.4058172,0.5119364,0.4045093,0.11473788328387735,722,754
003,3748,003_3748,486,468,496,478,0.4979508,0.4795082,0.4853229,0.4677104,456,438,496,448,0.4672131,0.4487705,0.4853229,0.4383562,0.1174325309992706,976,1022
003,3749,003_3749,597,438,583,492,0.5691134,0.4175405,0.5109553,0.4312007,516,416,560,462,0.491897,0.3965681,0.4907975,0.404908,0.13657957244655583,1049,1141
003,3750,003_3750,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.0,0,0
003,3751,003_3751,408,92,419,139,0.7984344,0.1800391,0.692562,0.2297521,345,91,396,128,0.6751468,0.1780822,0.6545454,0.2115702,0.19915254237288135,511,605
003,3752,003_3752,597,185,569,208,0.7509434,0.2327044,0.6838942,0.25,497,180,533,182,0.6251572,0.2264151,0.640625,0.21875,0.22040816326530613,795,832
003,3753,003_3753,0,0,2,0,NA,NA,1.0,0.0,0,0,2,0,NA,NA,1.0,0.0,0.0,0,2
003,3754,003_3754,863,410,835,420,0.6684741,0.3175833,0.6245325,0.3141361,746,404,793,418,0.5778466,0.3129357,0.5931189,0.3126402,0.1853798375537506,1291,1337
003,3755,003_3755,393,276,397,259,0.5737226,0.4029197,0.5599436,0.3653032,342,266,404,239,0.4992701,0.3883212,0.5698166,0.3370945,0.15612244897959185,685,709
003,3756,003_3756,124,293,124,304,0.2938389,0.6943128,0.2707424,0.6637555,109,282,122,306,0.2582938,0.6682464,0.2663755,0.6681223,0.05650684931506849,422,458
003,3757,003_3757,200,456,210,457,0.3030303,0.6909091,0.2961918,0.6445698,178,445,229,445,0.269697,0.6742424,0.3229901,0.6276446,0.08609271523178808,660,709
003,3758,003_3758,237,649,272,612,0.2627494,0.7195122,0.2893617,0.6510639,232,625,265,620,0.2572062,0.6929047,0.2819149,0.6595744,0.04584040747028863,902,940
003,3759,003_3759,449,531,499,612,0.4472111,0.5288845,0.42324,0.519084,411,500,493,602,0.4093626,0.498008,0.418151,0.5106022,0.13176777560339203,1004,1179
003,3760,003_3760,530,415,585,412,0.5469556,0.4282766,0.5431755,0.3825441,442,411,551,405,0.4561403,0.4241486,0.5116063,0.3760446,0.19167176974892836,969,1077
003,3761,003_3761,429,250,416,274,0.6208394,0.3617945,0.5722146,0.3768913,387,235,407,248,0.5600579,0.3400868,0.559835,0.3411279,0.1528776978417266,691,727
003,3762,003_3762,460,253,425,275,0.6380028,0.3509015,0.5577428,0.3608924,402,244,422,252,0.557559,0.3384189,0.5538058,0.3307087,0.22935779816513763,721,762
003,3764,003_3764,691,346,642,365,0.6543561,0.3276515,0.6,0.3411215,594,332,629,328,0.5625,0.3143939,0.5878505,0.3065421,0.1949610077984403,1056,1070
003,3765,003_3765,757,373,678,404,0.6622922,0.3263342,0.5911072,0.3522232,650,362,658,361,0.5686789,0.3167104,0.5736704,0.3147341,0.21896162528216703,1143,1147
003,3766,003_3766,294,313,259,315,0.4764992,0.5072933,0.4273928,0.519802,260,306,254,300,0.4213938,0.4959481,0.4191419,0.4950495,0.08375634517766498,617,606
003,3767,003_3767,3,29,4,30,0.09375,0.90625,0.1142857,0.8571429,3,28,5,29,0.09375,0.875,0.1428571,0.8285714,0.0,32,35
003,3768,003_3768,391,343,423,329,0.5206391,0.4567244,0.5354431,0.4164557,340,338,396,318,0.4527297,0.4500666,0.5012658,0.4025317,0.19244604316546762,751,790
003,3769,003_3769,751,622,403,347,0.5341394,0.4423898,0.5056462,0.4353827,665,601,389,319,0.472973,0.4274538,0.4880803,0.4002509,0.15077202543142598,1406,797
003,3770,003_3770,560,260,525,309,0.6706587,0.3113773,0.5879059,0.3460246,474,266,501,279,0.5676647,0.3185629,0.5610302,0.31243,0.21495327102803738,835,893
003,3771,003_3771,NA,NA,355,265,NA,NA,0.5403349,0.4033486,NA,NA,347,237,NA,NA,0.5281583,0.3607306,0.1945837512537613,NA,657
003,3772,003_3772,493,302,501,324,0.6041667,0.370098,0.5758621,0.3724138,403,308,489,280,0.4938726,0.377451,0.5620689,0.3218391,0.18209179834462003,816,870
003,3773,003_3773,477,289,434,318,0.6146907,0.3724227,0.5493671,0.4025317,419,271,421,275,0.5399485,0.3492268,0.5329114,0.3481013,0.16914643696162882,776,790
003,3774,003_3774,418,330,359,346,0.5442708,0.4296875,0.465629,0.4487678,368,314,375,300,0.4791667,0.4088542,0.4863813,0.3891051,0.21840068787618228,768,771
003,3775,003_3775,324,226,295,240,0.5775401,0.4028521,0.524911,0.4270463,309,200,280,200,0.5508021,0.3565062,0.4982207,0.3558719,0.23020706455542023,561,562
003,3777,003_3777,NA,NA,0,1,NA,NA,0.0,1.0,NA,NA,0,1,NA,NA,0.0,1.0,0.0,NA,1
003,3780,003_3780,513,605,549,595,0.4507909,0.5316344,0.45,0.4877049,459,573,539,573,0.4033392,0.5035149,0.4418033,0.4696721,0.15210559396605908,1138,1220
003,3782,003_3782,195,195,184,193,0.4850746,0.4850746,0.4444444,0.4661836,171,191,191,179,0.4253731,0.4751244,0.4613526,0.4323671,0.25084175084175087,402,414
003,3783,003_3783,561,272,508,255,0.6569087,0.3185012,0.6150121,0.3087167,471,271,492,232,0.5515223,0.3173302,0.5956417,0.2808717,0.2412769116555308,854,826
003,3784,003_3784,463,249,449,248,0.6430556,0.3458333,0.594702,0.3284768,396,248,438,240,0.55,0.3444445,0.5801324,0.3178808,0.276578073089701,720,755
003,3785,003_3785,374,196,361,194,0.6393163,0.3350427,0.6026711,0.3238731,316,186,359,178,0.540171,0.3179487,0.5993322,0.2971619,0.36578171091445427,585,599
003,3786,003_3786,645,545,605,619,0.5273917,0.4456255,0.4607768,0.4714395,560,525,609,586,0.4578904,0.4292723,0.4638233,0.4463062,0.14491948917268185,1223,1313
003,3787,003_3787,503,487,489,500,0.501996,0.486028,0.4635071,0.4739336,428,464,479,439,0.4271457,0.4630738,0.4540284,0.4161137,0.1467828418230563,1002,1055
003,3788,003_3788,445,697,454,639,0.3859497,0.6045099,0.4014147,0.5649868,425,669,463,612,0.3686036,0.5802255,0.4093722,0.541114,0.016504126031507877,1153,1131
003,3789,003_3789,365,568,383,513,0.3874735,0.6029724,0.4127155,0.5528017,360,517,367,483,0.3821656,0.5488323,0.3954741,0.5204741,0.0291005291005291,942,928
003,3790,003_3790,381,493,397,478,0.4300226,0.5564334,0.4391593,0.5287611,358,460,392,423,0.4040632,0.5191873,0.4336283,0.4679204,0.030685920577617327,886,904
003,3791,003_3791,491,208,477,245,0.6847978,0.2900976,0.6194805,0.3181818,429,185,475,211,0.5983264,0.2580195,0.6168831,0.274026,0.3244813278008299,717,770
003,3792,003_3792,413,228,388,205,0.6363636,0.3513097,0.6298701,0.3327922,363,206,364,179,0.5593221,0.3174114,0.5909091,0.2905844,0.12248995983935743,649,616
003,3794,003_3794,490,195,463,195,0.705036,0.2805755,0.6633238,0.2793696,419,177,433,172,0.6028777,0.2546763,0.6203439,0.2464183,0.2206726825266612,695,698
003,3795,003_3795,442,152,378,157,0.7305785,0.2512397,0.6714032,0.2788632,397,139,365,136,0.6561983,0.2297521,0.6483126,0.2415631,0.3766859344894027,605,563
003,3796,003_3796,111,33,108,36,0.7350993,0.2185431,0.7058824,0.2352941,98,27,94,29,0.6490066,0.1788079,0.6143791,0.1895425,0.2125,151,153
003,3800,003_3800,NA,NA,331,316,NA,NA,0.4832117,0.4613139,NA,NA,302,313,NA,NA,0.4408759,0.4569343,0.11098901098901098,NA,685
003,3801,003_3801,267,91,298,96,0.7335165,0.25,0.7339901,0.2364532,239,88,276,81,0.6565934,0.2417582,0.679803,0.1995074,0.4399421128798842,364,406
003,3802,003_3802,460,145,418,165,0.7419355,0.233871,0.6666667,0.2631579,386,147,394,151,0.6225806,0.2370968,0.6283892,0.2408293,0.302841918294849,620,627
003,3803,003_3803,38,16,21,16,0.6666667,0.2807018,0.525,0.4,28,17,20,16,0.4912281,0.2982456,0.5,0.4,0.1111111111111111,57,40
003,3804,003_3804,575,296,580,293,0.6504525,0.3348416,0.6304348,0.3184783,510,273,563,236,0.5769231,0.3088235,0.6119565,0.2565217,0.3182765809589993,884,920
003,3805,003_3805,53,23,54,25,0.6973684,0.3026316,0.6585366,0.3048781,44,24,53,18,0.5789474,0.3157895,0.6463414,0.2195122,0.352,76,82
003,3806,003_3806,223,235,242,209,0.4775161,0.503212,0.4888889,0.4222222,201,229,248,210,0.4304068,0.490364,0.5010101,0.4242424,0.12828438948995363,467,495
003,3807,003_3807,491,576,488,540,0.4525346,0.5308756,0.441629,0.4886878,443,565,483,531,0.4082949,0.5207373,0.4371041,0.480543,0.0736196319018405,1085,1105
003,3808,003_3808,685,779,366,412,0.4619015,0.5252866,0.4485294,0.5049019,633,748,358,409,0.4268375,0.504383,0.4387255,0.5012255,0.06507177033492823,1483,816
003,3809,003_3809,443,356,429,351,0.5482673,0.440594,0.5125448,0.4193548,390,356,414,354,0.4826733,0.440594,0.4946237,0.4229391,0.11738746690203,808,837
003,3811,003_3811,689,187,643,192,0.7767757,0.210823,0.7265537,0.2169491,563,188,610,169,0.6347238,0.2119504,0.6892655,0.1909605,0.25127913587265494,887,885
003,3812,003_3812,110,53,107,59,0.6626506,0.3192771,0.6114286,0.3371429,89,45,104,48,0.5361446,0.2710843,0.5942857,0.2742857,0.0912280701754386,166,175
003,3813,003_3813,611,206,609,215,0.7379227,0.2487923,0.696,0.2457143,488,212,551,205,0.589372,0.2560386,0.6297143,0.2342857,0.27044025157232704,828,875
003,3814,003_3814,392,197,364,216,0.6511628,0.3272425,0.6006601,0.3564357,327,179,333,187,0.5431893,0.2973422,0.5495049,0.3085808,0.21251348435814454,602,606
003,3815,003_3815,433,175,390,187,0.6894904,0.2786624,0.624,0.2992,383,163,373,171,0.6098726,0.2595541,0.5968,0.2736,0.26057906458797325,628,625
003,3822,003_3822,16,14,14,24,0.516129,0.4516129,0.35,0.6,10,11,12,25,0.3225806,0.3548387,0.3,0.625,0.24193548387096775,31,40
003,3823,003_3823,5,5,12,0,0.5,0.5,1.0,0.0,5,3,12,0,0.5,0.3,1.0,0.0,0.8,10,12
003,3824,003_3824,180,70,160,90,0.7058824,0.2745098,0.6060606,0.3409091,145,77,154,74,0.5686275,0.3019608,0.5833333,0.280303,0.30392156862745096,255,264
003,3825,003_3825,2,0,4,0,1.0,0.0,1.0,0.0,2,0,4,0,1.0,0.0,1.0,0.0,0.4,2,4
003,3826,003_3826,185,152,158,164,0.5393586,0.4431487,0.4647059,0.4823529,157,143,154,156,0.4577259,0.4169096,0.4529412,0.4588235,0.2100656455142232,343,340
003,3831,003_3831,48,52,35,37,0.4705882,0.509804,0.4320988,0.4567901,47,48,40,38,0.4607843,0.4705882,0.4938272,0.4691358,0.15267175572519084,102,81
003,3832,003_3832,0,0,1,0,NA,NA,1.0,0.0,0,0,1,0,NA,NA,1.0,0.0,0.0,0,1
003,3833,003_3833,183,187,166,198,0.4828496,0.4934037,0.4356955,0.519685,178,161,152,187,0.469657,0.4248021,0.3989501,0.4908136,0.1602112676056338,379,381
003,3834,003_3834,485,208,475,235,0.6754875,0.2896936,0.6358768,0.3145917,419,187,459,197,0.5835655,0.2604457,0.6144578,0.2637216,0.2491490810074881,718,747
003,3841,003_3841,827,194,826,235,0.7959576,0.186718,0.7355298,0.2092609,675,192,752,213,0.6496632,0.1847931,0.6696349,0.1896705,0.24646378054007714,1039,1123
003,3842,003_3842,517,198,505,231,0.700542,0.2682927,0.6433121,0.2942675,446,196,503,183,0.604336,0.2655827,0.6407644,0.233121,0.19592476489028213,738,785
003,3843,003_3843,727,268,703,288,0.7176703,0.2645607,0.6594747,0.2701688,619,264,648,272,0.6110563,0.260612,0.6078799,0.2551595,0.25596890616324264,1013,1066
003,3844,003_3844,391,192,386,217,0.6560403,0.3221476,0.5947612,0.3343605,346,176,370,189,0.5805369,0.295302,0.5701079,0.2912173,0.310546875,596,649
003,3845,003_3845,47,70,50,78,0.394958,0.5882353,0.3676471,0.5735294,45,61,49,70,0.3781513,0.5126051,0.3602941,0.5147059,0.17318435754189945,119,136
003,3851,003_3851,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.5,0,0
003,3852,003_3852,69,98,71,100,0.4035088,0.5730994,0.3837838,0.5405405,57,90,75,86,0.3333333,0.5263158,0.4054054,0.4648649,0.13114754098360656,171,185
003,3853,003_3853,26,23,21,22,0.52,0.46,0.4565217,0.4782609,24,25,21,22,0.48,0.5,0.4565217,0.4782609,0.14516129032258066,50,46
003,3854,003_3854,454,207,437,255,0.6706056,0.3057607,0.59375,0.3464674,404,201,401,240,0.5967504,0.2968981,0.5448369,0.326087,0.13981042654028436,677,736
003,3855,003_3855,819,234,779,248,0.7632805,0.2180801,0.7173113,0.228361,696,226,741,223,0.6486486,0.2106244,0.6823204,0.2053407,0.2085235920852359,1073,1086
003,3863,003_3863,425,246,386,282,0.615942,0.3565217,0.5421348,0.3960674,360,234,396,246,0.5217391,0.3391304,0.5561798,0.3455056,0.210727969348659,690,712
003,3864,003_3864,600,366,587,411,0.6085193,0.3711967,0.5470643,0.3830382,529,335,569,394,0.5365112,0.3397566,0.5302889,0.3671948,0.21337579617834396,986,1073
003,3866,003_3866,151,155,120,142,0.4870968,0.5,0.4255319,0.5035461,140,143,114,139,0.4516129,0.4612903,0.4042553,0.4929078,0.10880829015544041,310,282
003,4017,003_4017,819,12,652,31,0.9784946,0.0143369,0.928775,0.0441595,740,18,607,32,0.8841099,0.0215054,0.8646724,0.045584,0.128099173553719,837,702
003,4028,003_4028,728,9,608,17,0.9771812,0.0120805,0.9353846,0.0261538,661,17,564,22,0.8872483,0.0228188,0.8676923,0.0338462,0.10323089046493301,745,650
003,4066,003_4066,41,2,42,5,0.8913044,0.0434783,0.8571429,0.1020408,38,2,39,5,0.8260869,0.0434783,0.7959183,0.1020408,0.27586206896551724,46,49
003,4069,003_4069,54,12,61,13,0.8059701,0.1791045,0.7820513,0.1666667,50,9,52,14,0.7462686,0.1343284,0.6666667,0.1794872,0.42771084337349397,67,78
003,4073,003_4073,16,10,12,10,0.6153846,0.3846154,0.5454546,0.4545455,18,8,14,8,0.6923077,0.3076923,0.6363636,0.3636364,0.5263157894736842,26,22
003,4076,003_4076,1,0,1,5,0.5,0.0,0.1428571,0.7142857,1,1,2,4,0.5,0.5,0.2857143,0.5714286,0.15384615384615385,2,7
003,4304,003_4304,710,175,688,205,0.7828004,0.1929438,0.7326943,0.2183174,620,170,657,183,0.6835722,0.1874311,0.6996805,0.1948882,0.281143635125936,907,939
003,4305,003_4305,564,137,857,187,0.7966102,0.1935028,0.7783833,0.1698456,510,121,825,174,0.720339,0.170904,0.7493188,0.1580382,0.28690807799442897,708,1101
003,4306,003_4306,1087,199,842,161,0.8329502,0.1524904,0.8111753,0.155106,966,200,784,165,0.7402299,0.1532567,0.7552987,0.1589595,0.3587282543491302,1305,1038
003,4307,003_4307,779,177,713,202,0.8055843,0.1830403,0.7473795,0.21174,679,183,666,195,0.7021717,0.1892451,0.6981132,0.2044025,0.18701608100059558,967,954
003,4309,003_4309,645,33,549,59,0.9416059,0.0481752,0.8672986,0.0932069,590,32,508,52,0.8613139,0.0467153,0.8025277,0.0821485,0.20215633423180593,685,633
003,4310,003_4310,707,6,579,30,0.9874302,0.0083799,0.923445,0.0478469,652,17,538,30,0.9106146,0.023743,0.8580542,0.0478469,0.1026827012025902,716,627
003,4381,003_4381,362,73,378,76,0.8302752,0.1674312,0.7941176,0.1596639,313,70,348,70,0.7178899,0.1605505,0.7310925,0.1470588,0.49038461538461536,436,476
003,4384,003_4384,422,122,443,117,0.7589928,0.2194245,0.749577,0.1979695,374,128,429,103,0.6726618,0.2302158,0.7258883,0.1742809,0.5836575875486382,556,591
003,4387,003_4387,775,134,834,120,0.8396533,0.1451788,0.8298507,0.119403,685,123,767,118,0.7421452,0.1332611,0.7631841,0.1174129,0.7096600107933081,923,1005
003,4415,003_4415,274,31,320,27,0.883871,0.1,0.8888889,0.075,243,30,298,27,0.783871,0.0967742,0.8277778,0.075,0.3910891089108911,310,360
003,4434,003_4434,47,27,30,46,0.6266667,0.36,0.3703704,0.5679013,37,25,32,37,0.4933333,0.3333333,0.3950617,0.4567901,0.10619469026548672,75,81
003,4454,003_4454,1,0,2,0,1.0,0.0,1.0,0.0,0,0,2,0,0.0,0.0,1.0,0.0,0.0,1,2
003,4461,003_4461,916,33,775,64,0.9561586,0.0344468,0.8908046,0.0735632,827,36,706,68,0.8632568,0.0375783,0.8114942,0.0781609,0.11229314420803782,958,870
003,4463,003_4463,50,7,43,11,0.8474576,0.1186441,0.7962963,0.2037037,43,8,38,6,0.7288136,0.1355932,0.7037037,0.1111111,0.136,59,54
003,4467,003_4467,590,6,411,17,0.9833333,0.01,0.9362187,0.0387244,516,14,366,22,0.86,0.0233333,0.833713,0.0501139,0.09098639455782313,600,439
003,4500,003_4500,272,116,377,150,0.6834171,0.2914573,0.6879562,0.2737226,236,116,356,139,0.5929648,0.2914573,0.649635,0.2536496,0.32087628865979384,398,548
003,4501,003_4501,743,422,715,469,0.6259478,0.3555181,0.5674603,0.3722222,650,381,686,420,0.547599,0.3209772,0.5444444,0.3333333,0.3021773765268189,1187,1260
003,4502,003_4502,468,220,458,230,0.6536313,0.3072626,0.6214383,0.312076,403,212,441,187,0.5628492,0.2960894,0.5983718,0.2537313,0.3103756708407871,716,737
003,4504,003_4504,949,244,947,304,0.785596,0.2019868,0.7157974,0.2297808,822,238,884,287,0.6804636,0.1970199,0.6681784,0.2169312,0.22646536412078153,1208,1323
003,4505,003_4505,449,192,551,238,0.6854962,0.2931298,0.6559524,0.2833333,387,191,536,219,0.5908397,0.2916031,0.6380953,0.2607143,0.25692883895131086,655,840
003,4506,003_4506,516,217,528,276,0.688,0.2893333,0.618267,0.323185,441,203,521,248,0.588,0.2706667,0.6100702,0.2903981,0.2766592095451156,750,854
003,4507,003_4507,951,100,858,122,0.8963242,0.0942507,0.8370731,0.1190244,858,89,782,119,0.8086711,0.0838831,0.7629268,0.1160976,0.3089887640449438,1061,1025
003,4508,003_4508,611,17,472,28,0.9622047,0.0267717,0.9059501,0.0537428,549,24,447,24,0.8645669,0.0377953,0.8579655,0.046065300000000003,0.14196891191709846,635,521
003,4510,003_4510,418,77,313,110,0.8164063,0.1503906,0.6986607,0.2455357,347,92,299,82,0.6777344,0.1796875,0.6674107,0.1830357,0.14145470771976795,512,448
003,4511,003_4511,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.0,NA,0
003,4512,003_4512,137,94,220,134,0.5829787,0.4,0.5882353,0.3582888,126,85,212,125,0.5361702,0.3617021,0.5668449,0.3342246,0.2060491493383743,235,374
003,4513,003_4513,272,179,243,158,0.5938864,0.3908297,0.5704225,0.370892,246,154,239,141,0.5371179,0.3362446,0.5610329,0.3309859,0.35656836461126007,458,426
003,4514,003_4514,596,67,647,77,0.8803545,0.098966,0.8369987,0.0996119,514,73,592,86,0.7592319,0.1078287,0.7658473,0.1112548,0.5349119611414693,677,773
003,4522,003_4522,261,119,300,110,0.6744186,0.3074935,0.6993007,0.2564103,231,102,287,99,0.5968992,0.2635659,0.6689976,0.2307692,0.44227886056971516,387,429
003,4523,003_4523,451,98,457,94,0.8111511,0.176259,0.7693602,0.1582492,399,91,438,91,0.7176259,0.1636691,0.7373737,0.1531987,0.35701906412478335,556,594
003,4525,003_4525,504,164,458,209,0.742268,0.2415317,0.6487252,0.296034,440,152,447,172,0.6480118,0.2238586,0.6331445,0.2436261,0.34635224760501104,679,706
003,4526,003_4526,550,25,499,57,0.9499136,0.0431779,0.8663194,0.0989583,488,30,467,58,0.8428324,0.0518135,0.8107639,0.1006944,0.27485380116959063,579,576
003,4527,003_4527,927,88,832,123,0.9035088,0.08577,0.8286853,0.12251,820,86,774,97,0.7992203,0.0838207,0.7709163,0.0966135,0.2032474804031355,1026,1004
003,4528,003_4528,967,123,845,136,0.8774955,0.1116152,0.8203884,0.1320388,858,110,780,121,0.7785844,0.0998185,0.7572815,0.1174757,0.2114026236125126,1102,1030
003,4529,003_4529,516,62,530,74,0.8835617,0.1061644,0.8268331,0.1154446,442,61,501,64,0.7568493,0.1044521,0.7815912,0.099844,0.3556701030927835,584,641
003,4530,003_4530,548,109,506,104,0.8240601,0.1639098,0.7893916,0.1622465,496,101,483,95,0.7458647,0.1518797,0.7535101,0.1482059,0.575107296137339,665,641
003,4531,003_4531,737,171,767,196,0.7873932,0.1826923,0.7497556,0.1915933,651,149,716,186,0.6955128,0.159188,0.6999022,0.1818182,0.5398867730313948,936,1023
003,4532,003_4532,466,91,465,91,0.8277087,0.1616341,0.7962329,0.1558219,394,98,435,93,0.6998224,0.17406749999999999,0.744863,0.1592466,0.43844109831709477,563,584
003,4535,003_4535,693,250,635,228,0.7233821,0.2609603,0.6955093,0.2497262,606,226,616,212,0.6325678,0.2359081,0.6746988,0.2322015,0.40781758957654723,958,913
003,4536,003_4536,773,197,723,191,0.7808081,0.1989899,0.7554859,0.199582,673,199,677,181,0.679798,0.2010101,0.707419,0.1891327,0.5959902794653706,990,957
003,4540,003_4540,NA,NA,347,107,NA,NA,0.7274633,0.2243187,NA,NA,323,90,NA,NA,0.6771488,0.1886792,0.4,NA,477
003,4541,003_4541,582,164,643,193,0.7617801,0.2146597,0.7306818,0.2193182,522,154,610,158,0.6832461,0.2015707,0.6931818,0.1795454,0.4931224209078404,764,880
003,4543,003_4543,243,47,236,62,0.8181818,0.1582492,0.7352025,0.1931464,211,48,219,51,0.7104377,0.1616162,0.682243,0.1588785,0.41422594142259417,297,321
